,id,pred_lgb,pred_svr,pred_ridge,pred_enet,pred_lasso,pred_voting,pred_stacking
353,1814,85519.56160027577,85519.56160027577,85519.56160027577,85519.56160027577,85519.56160027577,85519.56160027577,85519.56160027577
354,1815,51678.137436941695,51678.137436941695,51678.137436941695,51678.137436941695,51678.137436941695,51678.137436941695,51678.137436941695
355,1816,90316.15891578574,90316.15891578574,90316.15891578574,90316.15891578574,90316.15891578574,90316.15891578574,90316.15891578574
356,1817,109844.20537256544,109844.20537256544,109844.20537256544,109844.20537256544,109844.20537256544,109844.20537256544,109844.20537256544
357,1818,161652.72929500064,161652.72929500064,161652.72929500064,161652.72929500064,161652.72929500064,161652.72929500064,161652.72929500064
358,1819,118991.1444728679,118991.1444728679,118991.1444728679,118991.1444728679,118991.1444728679,118991.1444728679,118991.1444728679
359,1820,71720.80159982752,71720.80159982752,71720.80159982752,71720.80159982752,71720.80159982752,71720.80159982752,71720.80159982752
360,1821,98901.59835715339,98901.59835715339,98901.59835715339,98901.59835715339,98901.59835715339,98901.59835715339,98901.59835715339
361,1822,151535.71599748376,151535.71599748376,151535.71599748376,151535.71599748376,151535.71599748376,151535.71599748376,151535.71599748376
362,1823,45993.177818539945,45993.177818539945,45993.177818539945,45993.177818539945,45993.177818539945,45993.177818539945,45993.177818539945
363,1824,134546.33210979574,134546.33210979574,134546.33210979574,134546.33210979574,134546.33210979574,134546.33210979574,134546.33210979574
364,1825,143446.56059692227,143446.56059692227,143446.56059692227,143446.56059692227,143446.56059692227,143446.56059692227,143446.56059692227
365,1826,105513.70110059582,105513.70110059582,105513.70110059582,105513.70110059582,105513.70110059582,105513.70110059582,105513.70110059582
366,1827,95825.5662071543,95825.5662071543,95825.5662071543,95825.5662071543,95825.5662071543,95825.5662071543,95825.5662071543
367,1828,137776.74984239557,137776.74984239557,137776.74984239557,137776.74984239557,137776.74984239557,137776.74984239557,137776.74984239557
368,1829,110160.80738722415,110160.80738722415,110160.80738722415,110160.80738722415,110160.80738722415,110160.80738722415,110160.80738722415
369,1830,153570.74893227112,153570.74893227112,153570.74893227112,153570.74893227112,153570.74893227112,153570.74893227112,153570.74893227112
370,1831,135308.6517828274,135308.6517828274,135308.6517828274,135308.6517828274,135308.6517828274,135308.6517828274,135308.6517828274
371,1832,80594.5046806364,80594.5046806364,80594.5046806364,80594.5046806364,80594.5046806364,80594.5046806364,80594.5046806364
372,1833,139071.3358273296,139071.3358273296,139071.3358273296,139071.3358273296,139071.3358273296,139071.3358273296,139071.3358273296
373,1834,113879.5912600964,113879.5912600964,113879.5912600964,113879.5912600964,113879.5912600964,113879.5912600964,113879.5912600964
374,1835,120709.7269723158,120709.7269723158,120709.7269723158,120709.7269723158,120709.7269723158,120709.7269723158,120709.7269723158
375,1836,116508.15208798612,116508.15208798612,116508.15208798612,116508.15208798612,116508.15208798612,116508.15208798612,116508.15208798612
376,1837,79326.12239744101,79326.12239744101,79326.12239744101,79326.12239744101,79326.12239744101,79326.12239744101,79326.12239744101
377,1838,120958.66498511337,120958.66498511337,120958.66498511337,120958.66498511337,120958.66498511337,120958.66498511337,120958.66498511337
378,1839,90002.19298487666,90002.19298487666,90002.19298487666,90002.19298487666,90002.19298487666,90002.19298487666,90002.19298487666
379,1840,151597.89001020038,151597.89001020038,151597.89001020038,151597.89001020038,151597.89001020038,151597.89001020038,151597.89001020038
380,1841,135916.91614504173,135916.91614504173,135916.91614504173,135916.91614504173,135916.91614504173,135916.91614504173,135916.91614504173
381,1842,80489.13875162695,80489.13875162695,80489.13875162695,80489.13875162695,80489.13875162695,80489.13875162695,80489.13875162695
382,1843,125762.6557610718,125762.6557610718,125762.6557610718,125762.6557610718,125762.6557610718,125762.6557610718,125762.6557610718
383,1844,141792.40082850304,141792.40082850304,141792.40082850304,141792.40082850304,141792.40082850304,141792.40082850304,141792.40082850304
384,1845,143739.3788675858,143739.3788675858,143739.3788675858,143739.3788675858,143739.3788675858,143739.3788675858,143739.3788675858
385,1846,154282.18530346238,154282.18530346238,154282.18530346238,154282.18530346238,154282.18530346238,154282.18530346238,154282.18530346238
386,1847,175167.9781231294,175167.9781231294,175167.9781231294,175167.9781231294,175167.9781231294,175167.9781231294,175167.9781231294
387,1848,54210.069035514396,54210.069035514396,54210.069035514396,54210.069035514396,54210.069035514396,54210.069035514396,54210.069035514396
388,1849,105537.56014056788,105537.56014056788,105537.56014056788,105537.56014056788,105537.56014056788,105537.56014056788,105537.56014056788
389,1850,118891.09710255807,118891.09710255807,118891.09710255807,118891.09710255807,118891.09710255807,118891.09710255807,118891.09710255807
390,1851,162116.03924777414,162116.03924777414,162116.03924777414,162116.03924777414,162116.03924777414,162116.03924777414,162116.03924777414
391,1852,127263.13524473917,127263.13524473917,127263.13524473917,127263.13524473917,127263.13524473917,127263.13524473917,127263.13524473917
392,1853,129699.68928123407,129699.68928123407,129699.68928123407,129699.68928123407,129699.68928123407,129699.68928123407,129699.68928123407
393,1854,176887.62597758352,176887.62597758352,176887.62597758352,176887.62597758352,176887.62597758352,176887.62597758352,176887.62597758352
394,1855,144342.56239567162,144342.56239567162,144342.56239567162,144342.56239567162,144342.56239567162,144342.56239567162,144342.56239567162
395,1856,213648.42234030183,213648.42234030183,213648.42234030183,213648.42234030183,213648.42234030183,213648.42234030183,213648.42234030183
396,1857,167018.19087466097,167018.19087466097,167018.19087466097,167018.19087466097,167018.19087466097,167018.19087466097,167018.19087466097
397,1858,138909.18663964613,138909.18663964613,138909.18663964613,138909.18663964613,138909.18663964613,138909.18663964613,138909.18663964613
398,1859,117958.98217410622,117958.98217410622,117958.98217410622,117958.98217410622,117958.98217410622,117958.98217410622,117958.98217410622
399,1860,148946.8242424991,148946.8242424991,148946.8242424991,148946.8242424991,148946.8242424991,148946.8242424991,148946.8242424991
400,1861,117849.34062244576,117849.34062244576,117849.34062244576,117849.34062244576,117849.34062244576,117849.34062244576,117849.34062244576
401,1862,323524.0515690641,323524.0515690641,323524.0515690641,323524.0515690641,323524.0515690641,323524.0515690641,323524.0515690641
402,1863,323036.334280628,323036.334280628,323036.334280628,323036.334280628,323036.334280628,323036.334280628,323036.334280628
403,1864,323036.334280628,323036.334280628,323036.334280628,323036.334280628,323036.334280628,323036.334280628,323036.334280628
404,1865,322306.38291506347,322306.38291506347,322306.38291506347,322306.38291506347,322306.38291506347,322306.38291506347,322306.38291506347
405,1866,352536.1696870911,352536.1696870911,352536.1696870911,352536.1696870911,352536.1696870911,352536.1696870911,352536.1696870911
406,1867,233168.8117350125,233168.8117350125,233168.8117350125,233168.8117350125,233168.8117350125,233168.8117350125,233168.8117350125
407,1868,290213.61196484225,290213.61196484225,290213.61196484225,290213.61196484225,290213.61196484225,290213.61196484225,290213.61196484225
408,1869,200570.40946735174,200570.40946735174,200570.40946735174,200570.40946735174,200570.40946735174,200570.40946735174,200570.40946735174
409,1870,238773.8238965365,238773.8238965365,238773.8238965365,238773.8238965365,238773.8238965365,238773.8238965365,238773.8238965365
410,1871,266483.062730566,266483.062730566,266483.062730566,266483.062730566,266483.062730566,266483.062730566,266483.062730566
411,1872,171489.5024532674,171489.5024532674,171489.5024532674,171489.5024532674,171489.5024532674,171489.5024532674,171489.5024532674
412,1873,238048.27089005438,238048.27089005438,238048.27089005438,238048.27089005438,238048.27089005438,238048.27089005438,238048.27089005438
413,1874,139400.71792633273,139400.71792633273,139400.71792633273,139400.71792633273,139400.71792633273,139400.71792633273,139400.71792633273
414,1875,205591.22555635095,205591.22555635095,205591.22555635095,205591.22555635095,205591.22555635095,205591.22555635095,205591.22555635095
415,1876,196821.46833936535,196821.46833936535,196821.46833936535,196821.46833936535,196821.46833936535,196821.46833936535,196821.46833936535
416,1877,206115.4956272263,206115.4956272263,206115.4956272263,206115.4956272263,206115.4956272263,206115.4956272263,206115.4956272263
417,1878,205944.5252160233,205944.5252160233,205944.5252160233,205944.5252160233,205944.5252160233,205944.5252160233,205944.5252160233
418,1879,129663.70855785524,129663.70855785524,129663.70855785524,129663.70855785524,129663.70855785524,129663.70855785524,129663.70855785524
419,1880,137667.24890890604,137667.24890890604,137667.24890890604,137667.24890890604,137667.24890890604,137667.24890890604,137667.24890890604
420,1881,244197.51293501604,244197.51293501604,244197.51293501604,244197.51293501604,244197.51293501604,244197.51293501604,244197.51293501604
421,1882,246533.22265245553,246533.22265245553,246533.22265245553,246533.22265245553,246533.22265245553,246533.22265245553,246533.22265245553
422,1883,194443.9571685328,194443.9571685328,194443.9571685328,194443.9571685328,194443.9571685328,194443.9571685328,194443.9571685328
423,1884,208504.36507837864,208504.36507837864,208504.36507837864,208504.36507837864,208504.36507837864,208504.36507837864,208504.36507837864
424,1885,238613.32478396365,238613.32478396365,238613.32478396365,238613.32478396365,238613.32478396365,238613.32478396365,238613.32478396365
425,1886,281668.38928648975,281668.38928648975,281668.38928648975,281668.38928648975,281668.38928648975,281668.38928648975,281668.38928648975
426,1887,196243.51867435826,196243.51867435826,196243.51867435826,196243.51867435826,196243.51867435826,196243.51867435826,196243.51867435826
427,1888,260065.97956648242,260065.97956648242,260065.97956648242,260065.97956648242,260065.97956648242,260065.97956648242,260065.97956648242
428,1889,163180.57581997334,163180.57581997334,163180.57581997334,163180.57581997334,163180.57581997334,163180.57581997334,163180.57581997334
429,1890,124403.5744093026,124403.5744093026,124403.5744093026,124403.5744093026,124403.5744093026,124403.5744093026,124403.5744093026
430,1891,144442.96222697833,144442.96222697833,144442.96222697833,144442.96222697833,144442.96222697833,144442.96222697833,144442.96222697833
431,1892,106142.71466997956,106142.71466997956,106142.71466997956,106142.71466997956,106142.71466997956,106142.71466997956,106142.71466997956
432,1893,131350.50328362567,131350.50328362567,131350.50328362567,131350.50328362567,131350.50328362567,131350.50328362567,131350.50328362567
433,1894,122086.01720268268,122086.01720268268,122086.01720268268,122086.01720268268,122086.01720268268,122086.01720268268,122086.01720268268
434,1895,140815.3330176104,140815.3330176104,140815.3330176104,140815.3330176104,140815.3330176104,140815.3330176104,140815.3330176104
435,1896,127278.76408529453,127278.76408529453,127278.76408529453,127278.76408529453,127278.76408529453,127278.76408529453,127278.76408529453
436,1897,109181.55877537951,109181.55877537951,109181.55877537951,109181.55877537951,109181.55877537951,109181.55877537951,109181.55877537951
437,1898,105341.76000580551,105341.76000580551,105341.76000580551,105341.76000580551,105341.76000580551,105341.76000580551,105341.76000580551
438,1899,163304.62699542366,163304.62699542366,163304.62699542366,163304.62699542366,163304.62699542366,163304.62699542366,163304.62699542366
439,1900,139105.93409643223,139105.93409643223,139105.93409643223,139105.93409643223,139105.93409643223,139105.93409643223,139105.93409643223
440,1901,176092.33046271815,176092.33046271815,176092.33046271815,176092.33046271815,176092.33046271815,176092.33046271815,176092.33046271815
441,1902,141831.7764922232,141831.7764922232,141831.7764922232,141831.7764922232,141831.7764922232,141831.7764922232,141831.7764922232
442,1903,238314.80059774287,238314.80059774287,238314.80059774287,238314.80059774287,238314.80059774287,238314.80059774287,238314.80059774287
443,1904,147664.1494104065,147664.1494104065,147664.1494104065,147664.1494104065,147664.1494104065,147664.1494104065,147664.1494104065
444,1905,186353.7512690643,186353.7512690643,186353.7512690643,186353.7512690643,186353.7512690643,186353.7512690643,186353.7512690643
445,1906,158975.85384289827,158975.85384289827,158975.85384289827,158975.85384289827,158975.85384289827,158975.85384289827,158975.85384289827
446,1907,212835.26233064375,212835.26233064375,212835.26233064375,212835.26233064375,212835.26233064375,212835.26233064375,212835.26233064375
447,1908,111901.42657748402,111901.42657748402,111901.42657748402,111901.42657748402,111901.42657748402,111901.42657748402,111901.42657748402
448,1909,132581.7504261609,132581.7504261609,132581.7504261609,132581.7504261609,132581.7504261609,132581.7504261609,132581.7504261609
449,1910,120325.26408071247,120325.26408071247,120325.26408071247,120325.26408071247,120325.26408071247,120325.26408071247,120325.26408071247
450,1911,200463.14174733797,200463.14174733797,200463.14174733797,200463.14174733797,200463.14174733797,200463.14174733797,200463.14174733797
451,1912,312754.46791599836,312754.46791599836,312754.46791599836,312754.46791599836,312754.46791599836,312754.46791599836,312754.46791599836
452,1913,139339.41259875454,139339.41259875454,139339.41259875454,139339.41259875454,139339.41259875454,139339.41259875454,139339.41259875454
453,1914,60137.45139191242,60137.45139191242,60137.45139191242,60137.45139191242,60137.45139191242,60137.45139191242,60137.45139191242
454,1915,331551.9851428131,331551.9851428131,331551.9851428131,331551.9851428131,331551.9851428131,331551.9851428131,331551.9851428131
455,1916,63179.89363605261,63179.89363605261,63179.89363605261,63179.89363605261,63179.89363605261,63179.89363605261,63179.89363605261
456,1917,258162.17872756114,258162.17872756114,258162.17872756114,258162.17872756114,258162.17872756114,258162.17872756114,258162.17872756114
457,1918,140434.52919947734,140434.52919947734,140434.52919947734,140434.52919947734,140434.52919947734,140434.52919947734,140434.52919947734
458,1919,168176.64701942765,168176.64701942765,168176.64701942765,168176.64701942765,168176.64701942765,168176.64701942765,168176.64701942765
459,1920,147233.29612174953,147233.29612174953,147233.29612174953,147233.29612174953,147233.29612174953,147233.29612174953,147233.29612174953
460,1921,405838.09762440244,405838.09762440244,405838.09762440244,405838.09762440244,405838.09762440244,405838.09762440244,405838.09762440244
461,1922,325810.5743681848,325810.5743681848,325810.5743681848,325810.5743681848,325810.5743681848,325810.5743681848,325810.5743681848
462,1923,206311.1407806959,206311.1407806959,206311.1407806959,206311.1407806959,206311.1407806959,206311.1407806959,206311.1407806959
463,1924,226449.92348184314,226449.92348184314,226449.92348184314,226449.92348184314,226449.92348184314,226449.92348184314,226449.92348184314
464,1925,198186.24649171703,198186.24649171703,198186.24649171703,198186.24649171703,198186.24649171703,198186.24649171703,198186.24649171703
465,1926,386598.7344551327,386598.7344551327,386598.7344551327,386598.7344551327,386598.7344551327,386598.7344551327,386598.7344551327
466,1927,133064.31300128906,133064.31300128906,133064.31300128906,133064.31300128906,133064.31300128906,133064.31300128906,133064.31300128906
467,1928,161480.2633399042,161480.2633399042,161480.2633399042,161480.2633399042,161480.2633399042,161480.2633399042,161480.2633399042
468,1929,122724.10297670116,122724.10297670116,122724.10297670116,122724.10297670116,122724.10297670116,122724.10297670116,122724.10297670116
469,1930,136129.94501191046,136129.94501191046,136129.94501191046,136129.94501191046,136129.94501191046,136129.94501191046,136129.94501191046
470,1931,147501.52993695316,147501.52993695316,147501.52993695316,147501.52993695316,147501.52993695316,147501.52993695316,147501.52993695316
471,1932,144712.92874094573,144712.92874094573,144712.92874094573,144712.92874094573,144712.92874094573,144712.92874094573,144712.92874094573
472,1933,184558.58200137632,184558.58200137632,184558.58200137632,184558.58200137632,184558.58200137632,184558.58200137632,184558.58200137632
473,1934,181418.40866710414,181418.40866710414,181418.40866710414,181418.40866710414,181418.40866710414,181418.40866710414,181418.40866710414
474,1935,174910.84531434017,174910.84531434017,174910.84531434017,174910.84531434017,174910.84531434017,174910.84531434017,174910.84531434017
475,1936,188505.79569820873,188505.79569820873,188505.79569820873,188505.79569820873,188505.79569820873,188505.79569820873,188505.79569820873
476,1937,186453.82193687005,186453.82193687005,186453.82193687005,186453.82193687005,186453.82193687005,186453.82193687005,186453.82193687005
477,1938,182038.2432771521,182038.2432771521,182038.2432771521,182038.2432771521,182038.2432771521,182038.2432771521,182038.2432771521
478,1939,231681.56183551505,231681.56183551505,231681.56183551505,231681.56183551505,231681.56183551505,231681.56183551505,231681.56183551505
479,1940,191152.09443454078,191152.09443454078,191152.09443454078,191152.09443454078,191152.09443454078,191152.09443454078,191152.09443454078
480,1941,174065.71565797034,174065.71565797034,174065.71565797034,174065.71565797034,174065.71565797034,174065.71565797034,174065.71565797034
481,1942,186085.7495960172,186085.7495960172,186085.7495960172,186085.7495960172,186085.7495960172,186085.7495960172,186085.7495960172
482,1943,212955.16227895385,212955.16227895385,212955.16227895385,212955.16227895385,212955.16227895385,212955.16227895385,212955.16227895385
483,1944,362985.685796874,362985.685796874,362985.685796874,362985.685796874,362985.685796874,362985.685796874,362985.685796874
484,1945,407673.4176072538,407673.4176072538,407673.4176072538,407673.4176072538,407673.4176072538,407673.4176072538,407673.4176072538
485,1946,137055.9781582308,137055.9781582308,137055.9781582308,137055.9781582308,137055.9781582308,137055.9781582308,137055.9781582308
486,1947,327689.398375705,327689.398375705,327689.398375705,327689.398375705,327689.398375705,327689.398375705,327689.398375705
487,1948,153646.49110166472,153646.49110166472,153646.49110166472,153646.49110166472,153646.49110166472,153646.49110166472,153646.49110166472
488,1949,256825.08941047895,256825.08941047895,256825.08941047895,256825.08941047895,256825.08941047895,256825.08941047895,256825.08941047895
489,1950,193927.7227379247,193927.7227379247,193927.7227379247,193927.7227379247,193927.7227379247,193927.7227379247,193927.7227379247
490,1951,249267.53220222637,249267.53220222637,249267.53220222637,249267.53220222637,249267.53220222637,249267.53220222637,249267.53220222637
491,1952,178802.17246204684,178802.17246204684,178802.17246204684,178802.17246204684,178802.17246204684,178802.17246204684,178802.17246204684
492,1953,167346.83008284293,167346.83008284293,167346.83008284293,167346.83008284293,167346.83008284293,167346.83008284293,167346.83008284293
493,1954,174240.8292129963,174240.8292129963,174240.8292129963,174240.8292129963,174240.8292129963,174240.8292129963,174240.8292129963
494,1955,131105.8776072335,131105.8776072335,131105.8776072335,131105.8776072335,131105.8776072335,131105.8776072335,131105.8776072335
495,1956,284396.6489007903,284396.6489007903,284396.6489007903,284396.6489007903,284396.6489007903,284396.6489007903,284396.6489007903
496,1957,155265.95436063778,155265.95436063778,155265.95436063778,155265.95436063778,155265.95436063778,155265.95436063778,155265.95436063778
497,1958,312402.9318147081,312402.9318147081,312402.9318147081,312402.9318147081,312402.9318147081,312402.9318147081,312402.9318147081
498,1959,141573.76564096275,141573.76564096275,141573.76564096275,141573.76564096275,141573.76564096275,141573.76564096275,141573.76564096275
499,1960,113672.27012427588,113672.27012427588,113672.27012427588,113672.27012427588,113672.27012427588,113672.27012427588,113672.27012427588
500,1961,123600.5752981418,123600.5752981418,123600.5752981418,123600.5752981418,123600.5752981418,123600.5752981418,123600.5752981418
501,1962,96213.92233986505,96213.92233986505,96213.92233986505,96213.92233986505,96213.92233986505,96213.92233986505,96213.92233986505
502,1963,103849.16728527602,103849.16728527602,103849.16728527602,103849.16728527602,103849.16728527602,103849.16728527602,103849.16728527602
503,1964,116152.29422288013,116152.29422288013,116152.29422288013,116152.29422288013,116152.29422288013,116152.29422288013,116152.29422288013
504,1965,146368.05090737302,146368.05090737302,146368.05090737302,146368.05090737302,146368.05090737302,146368.05090737302,146368.05090737302
505,1966,144753.01927110954,144753.01927110954,144753.01927110954,144753.01927110954,144753.01927110954,144753.01927110954,144753.01927110954
506,1967,288147.6022521382,288147.6022521382,288147.6022521382,288147.6022521382,288147.6022521382,288147.6022521382,288147.6022521382
507,1968,424017.4898492913,424017.4898492913,424017.4898492913,424017.4898492913,424017.4898492913,424017.4898492913,424017.4898492913
508,1969,410987.96589318116,410987.96589318116,410987.96589318116,410987.96589318116,410987.96589318116,410987.96589318116,410987.96589318116
509,1970,468474.0853257238,468474.0853257238,468474.0853257238,468474.0853257238,468474.0853257238,468474.0853257238,468474.0853257238
510,1971,452748.0153846949,452748.0153846949,452748.0153846949,452748.0153846949,452748.0153846949,452748.0153846949,452748.0153846949
511,1972,377604.6228595261,377604.6228595261,377604.6228595261,377604.6228595261,377604.6228595261,377604.6228595261,377604.6228595261
512,1973,253682.239225398,253682.239225398,253682.239225398,253682.239225398,253682.239225398,253682.239225398,253682.239225398
513,1974,330095.22959795303,330095.22959795303,330095.22959795303,330095.22959795303,330095.22959795303,330095.22959795303,330095.22959795303
514,1975,479015.12853456463,479015.12853456463,479015.12853456463,479015.12853456463,479015.12853456463,479015.12853456463,479015.12853456463
515,1976,267785.2194751137,267785.2194751137,267785.2194751137,267785.2194751137,267785.2194751137,267785.2194751137,267785.2194751137
516,1977,373203.83933771274,373203.83933771274,373203.83933771274,373203.83933771274,373203.83933771274,373203.83933771274,373203.83933771274
517,1978,370451.73026086285,370451.73026086285,370451.73026086285,370451.73026086285,370451.73026086285,370451.73026086285,370451.73026086285
518,1979,303069.75802807295,303069.75802807295,303069.75802807295,303069.75802807295,303069.75802807295,303069.75802807295,303069.75802807295
519,1980,193137.81758182545,193137.81758182545,193137.81758182545,193137.81758182545,193137.81758182545,193137.81758182545,193137.81758182545
520,1981,334174.81577559427,334174.81577559427,334174.81577559427,334174.81577559427,334174.81577559427,334174.81577559427,334174.81577559427
521,1982,220146.7698435494,220146.7698435494,220146.7698435494,220146.7698435494,220146.7698435494,220146.7698435494,220146.7698435494
522,1983,202829.50118481953,202829.50118481953,202829.50118481953,202829.50118481953,202829.50118481953,202829.50118481953,202829.50118481953
523,1984,161947.3081511326,161947.3081511326,161947.3081511326,161947.3081511326,161947.3081511326,161947.3081511326,161947.3081511326
524,1985,220057.481023619,220057.481023619,220057.481023619,220057.481023619,220057.481023619,220057.481023619,220057.481023619
525,1986,213089.73059644605,213089.73059644605,213089.73059644605,213089.73059644605,213089.73059644605,213089.73059644605,213089.73059644605
526,1987,181897.57010106876,181897.57010106876,181897.57010106876,181897.57010106876,181897.57010106876,181897.57010106876,181897.57010106876
527,1988,178774.85999304816,178774.85999304816,178774.85999304816,178774.85999304816,178774.85999304816,178774.85999304816,178774.85999304816
528,1989,185681.9276172465,185681.9276172465,185681.9276172465,185681.9276172465,185681.9276172465,185681.9276172465,185681.9276172465
529,1990,220143.50496634716,220143.50496634716,220143.50496634716,220143.50496634716,220143.50496634716,220143.50496634716,220143.50496634716
530,1991,237663.17001609437,237663.17001609437,237663.17001609437,237663.17001609437,237663.17001609437,237663.17001609437,237663.17001609437
531,1992,213463.37222328148,213463.37222328148,213463.37222328148,213463.37222328148,213463.37222328148,213463.37222328148,213463.37222328148
532,1993,168279.3017720023,168279.3017720023,168279.3017720023,168279.3017720023,168279.3017720023,168279.3017720023,168279.3017720023
533,1994,258653.88076123226,258653.88076123226,258653.88076123226,258653.88076123226,258653.88076123226,258653.88076123226,258653.88076123226
534,1995,174698.10541138618,174698.10541138618,174698.10541138618,174698.10541138618,174698.10541138618,174698.10541138618,174698.10541138618
535,1996,252086.62132370603,252086.62132370603,252086.62132370603,252086.62132370603,252086.62132370603,252086.62132370603,252086.62132370603
536,1997,293564.53805753565,293564.53805753565,293564.53805753565,293564.53805753565,293564.53805753565,293564.53805753565,293564.53805753565
537,1998,323520.27270943875,323520.27270943875,323520.27270943875,323520.27270943875,323520.27270943875,323520.27270943875,323520.27270943875
538,1999,255797.1690680768,255797.1690680768,255797.1690680768,255797.1690680768,255797.1690680768,255797.1690680768,255797.1690680768
539,2000,302729.1191373216,302729.1191373216,302729.1191373216,302729.1191373216,302729.1191373216,302729.1191373216,302729.1191373216
540,2001,270865.76796086325,270865.76796086325,270865.76796086325,270865.76796086325,270865.76796086325,270865.76796086325,270865.76796086325
541,2002,241360.75066672103,241360.75066672103,241360.75066672103,241360.75066672103,241360.75066672103,241360.75066672103,241360.75066672103
542,2003,248415.7587920456,248415.7587920456,248415.7587920456,248415.7587920456,248415.7587920456,248415.7587920456,248415.7587920456
543,2004,278286.91967586,278286.91967586,278286.91967586,278286.91967586,278286.91967586,278286.91967586,278286.91967586
544,2005,208530.52323318983,208530.52323318983,208530.52323318983,208530.52323318983,208530.52323318983,208530.52323318983,208530.52323318983
545,2006,246563.38569232624,246563.38569232624,246563.38569232624,246563.38569232624,246563.38569232624,246563.38569232624,246563.38569232624
546,2007,237538.63004472453,237538.63004472453,237538.63004472453,237538.63004472453,237538.63004472453,237538.63004472453,237538.63004472453
547,2008,223107.97787651853,223107.97787651853,223107.97787651853,223107.97787651853,223107.97787651853,223107.97787651853,223107.97787651853
548,2009,195988.83550149348,195988.83550149348,195988.83550149348,195988.83550149348,195988.83550149348,195988.83550149348,195988.83550149348
549,2010,187699.3124272263,187699.3124272263,187699.3124272263,187699.3124272263,187699.3124272263,187699.3124272263,187699.3124272263
550,2011,129479.8267488917,129479.8267488917,129479.8267488917,129479.8267488917,129479.8267488917,129479.8267488917,129479.8267488917
551,2012,182986.7317351568,182986.7317351568,182986.7317351568,182986.7317351568,182986.7317351568,182986.7317351568,182986.7317351568
552,2013,187448.53385077897,187448.53385077897,187448.53385077897,187448.53385077897,187448.53385077897,187448.53385077897,187448.53385077897
553,2014,180041.78002160147,180041.78002160147,180041.78002160147,180041.78002160147,180041.78002160147,180041.78002160147,180041.78002160147
554,2015,193169.3054746293,193169.3054746293,193169.3054746293,193169.3054746293,193169.3054746293,193169.3054746293,193169.3054746293
555,2016,195267.17775245674,195267.17775245674,195267.17775245674,195267.17775245674,195267.17775245674,195267.17775245674,195267.17775245674
556,2017,195979.0435689513,195979.0435689513,195979.0435689513,195979.0435689513,195979.0435689513,195979.0435689513,195979.0435689513
557,2018,117733.20887298627,117733.20887298627,117733.20887298627,117733.20887298627,117733.20887298627,117733.20887298627,117733.20887298627
558,2019,135584.31270052155,135584.31270052155,135584.31270052155,135584.31270052155,135584.31270052155,135584.31270052155,135584.31270052155
559,2020,114802.35114196007,114802.35114196007,114802.35114196007,114802.35114196007,114802.35114196007,114802.35114196007,114802.35114196007
560,2021,109151.28360835054,109151.28360835054,109151.28360835054,109151.28360835054,109151.28360835054,109151.28360835054,109151.28360835054
561,2022,167283.59034330468,167283.59034330468,167283.59034330468,167283.59034330468,167283.59034330468,167283.59034330468,167283.59034330468
562,2023,141815.399505828,141815.399505828,141815.399505828,141815.399505828,141815.399505828,141815.399505828,141815.399505828
563,2024,242843.77033034927,242843.77033034927,242843.77033034927,242843.77033034927,242843.77033034927,242843.77033034927,242843.77033034927
564,2025,349878.82748621487,349878.82748621487,349878.82748621487,349878.82748621487,349878.82748621487,349878.82748621487,349878.82748621487
565,2026,177322.16670966792,177322.16670966792,177322.16670966792,177322.16670966792,177322.16670966792,177322.16670966792,177322.16670966792
566,2027,158447.77581175521,158447.77581175521,158447.77581175521,158447.77581175521,158447.77581175521,158447.77581175521,158447.77581175521
567,2028,150392.6583004631,150392.6583004631,150392.6583004631,150392.6583004631,150392.6583004631,150392.6583004631,150392.6583004631
568,2029,175627.26143212756,175627.26143212756,175627.26143212756,175627.26143212756,175627.26143212756,175627.26143212756,175627.26143212756
569,2030,271079.7569055788,271079.7569055788,271079.7569055788,271079.7569055788,271079.7569055788,271079.7569055788,271079.7569055788
570,2031,226308.41168704326,226308.41168704326,226308.41168704326,226308.41168704326,226308.41168704326,226308.41168704326,226308.41168704326
571,2032,238152.84719282878,238152.84719282878,238152.84719282878,238152.84719282878,238152.84719282878,238152.84719282878,238152.84719282878
572,2033,267488.1058941179,267488.1058941179,267488.1058941179,267488.1058941179,267488.1058941179,267488.1058941179,267488.1058941179
573,2034,172558.52508627754,172558.52508627754,172558.52508627754,172558.52508627754,172558.52508627754,172558.52508627754,172558.52508627754
574,2035,213005.67999022183,213005.67999022183,213005.67999022183,213005.67999022183,213005.67999022183,213005.67999022183,213005.67999022183
575,2036,195277.14242551647,195277.14242551647,195277.14242551647,195277.14242551647,195277.14242551647,195277.14242551647,195277.14242551647
576,2037,197097.9119761353,197097.9119761353,197097.9119761353,197097.9119761353,197097.9119761353,197097.9119761353,197097.9119761353
577,2038,264795.3024099149,264795.3024099149,264795.3024099149,264795.3024099149,264795.3024099149,264795.3024099149,264795.3024099149
578,2039,225955.14601992132,225955.14601992132,225955.14601992132,225955.14601992132,225955.14601992132,225955.14601992132,225955.14601992132
579,2040,317075.1983944776,317075.1983944776,317075.1983944776,317075.1983944776,317075.1983944776,317075.1983944776,317075.1983944776
580,2041,267299.2257344074,267299.2257344074,267299.2257344074,267299.2257344074,267299.2257344074,267299.2257344074,267299.2257344074
581,2042,205986.5483731721,205986.5483731721,205986.5483731721,205986.5483731721,205986.5483731721,205986.5483731721,205986.5483731721
